 serial number,character,token,ferquency(pre million),
3631,瓢,8967,4.72364 ,
3632,曜,8963,4.72154 ,
3633,锯,8953,4.71627 ,
3634,猖,8948,4.71363 ,
3635,遐,8944,4.71153 ,
3636,蹋,8940,4.70942 ,
3637,飕,8930,4.70415 ,
3638,麾,8918,4.69783 ,
3639,渍,8918,4.69783 ,
3640,猥,8898,4.68730 ,
3641,篝,8896,4.68624 ,
3642,殉,8878,4.67676 ,
3643,枷,8877,4.67623 ,
3644,蜒,8877,4.67623 ,
3645,皎,8869,4.67202 ,
3646,霁,8842,4.65780 ,
3647,诩,8833,4.65306 ,
3648,窖,8831,4.65200 ,
3649,咫,8825,4.64884 ,
3650,檬,8818,4.64515 ,
3651,乒,8803,4.63725 ,
3652,奚,8800,4.63567 ,
3653,淤,8794,4.63251 ,
3654,溯,8725,4.59616 ,
3655,凋,8718,4.59248 ,
3656,纺,8718,4.59248 ,
3657,篱,8716,4.59142 ,
3658,泌,8695,4.58036 ,
3659,刨,8691,4.57825 ,
3660,樵,8689,4.57720 ,
3661,忏,8687,4.57615 ,
3662,盎,8678,4.57140 ,
3663,戾,8677,4.57088 ,
3664,咀,8667,4.56561 ,
3665,屹,8644,4.55349 ,
3666,挎,8629,4.54559 ,
3667,羔,8622,4.54190 ,
3668,殃,8611,4.53611 ,
3669,庚,8607,4.53400 ,
3670,淼,8593,4.52663 ,
3671,淀,8590,4.52505 ,
3672,隘,8588,4.52399 ,
3673,绛,8578,4.51873 ,
3674,缨,8574,4.51662 ,
3675,焘,8565,4.51188 ,
3676,璨,8551,4.50450 ,
3677,跤,8546,4.50187 ,
3678,锵,8532,4.49449 ,
3679,摁,8517,4.48659 ,
3680,痊,8478,4.46605 ,
3681,嫔,8467,4.46025 ,
3682,來,8459,4.45604 ,
3683,臻,8443,4.44761 ,
3684,泯,8435,4.44340 ,
3685,糜,8423,4.43707 ,
3686,睦,8412,4.43128 ,
3687,喵,8410,4.43023 ,
3688,缥,8410,4.43023 ,
3689,褥,8394,4.42180 ,
3690,魇,8387,4.41811 ,
3691,汶,8380,4.41442 ,
3692,馋,8379,4.41390 ,
3693,渎,8378,4.41337 ,
3694,蜿,8376,4.41232 ,
3695,抠,8375,4.41179 ,
3696,诶,8361,4.40441 ,
3697,墩,8359,4.40336 ,
3698,棣,8329,4.38756 ,
3699,沓,8322,4.38387 ,
3700,喏,8320,4.38282 ,
3701,诲,8309,4.37702 ,
3702,琶,8308,4.37650 ,
3703,缈,8275,4.35911 ,
3704,缔,8273,4.35806 ,
3705,酝,8265,4.35384 ,
3706,耷,8256,4.34910 ,
3707,弼,8249,4.34542 ,
3708,柬,8238,4.33962 ,
3709,浏,8234,4.33751 ,
3710,拷,8224,4.33225 ,
3711,剁,8222,4.33119 ,
3712,柿,8210,4.32487 ,
3713,琵,8200,4.31960 ,
3714,沂,8174,4.30591 ,
3715,蕙,8173,4.30538 ,
3716,捻,8152,4.29432 ,
3717,帛,8139,4.28747 ,
3718,柠,8126,4.28062 ,
3719,饵,8125,4.28009 ,
3720,撂,8107,4.27061 ,
3721,娓,8105,4.26956 ,
3722,乓,8098,4.26587 ,
3723,轲,8080,4.25639 ,
3724,髯,8077,4.25481 ,
3725,娉,8067,4.24954 ,
3726,圭,8052,4.24164 ,
3727,璀,8045,4.23795 ,
3728,苔,8045,4.23795 ,
3729,肪,8036,4.23321 ,
3730,吮,8032,4.23110 ,
3731,瞩,8028,4.22900 ,
3732,啄,8026,4.22794 ,
3733,帷,8007,4.21793 ,
3734,箍,8001,4.21477 ,
3735,蟑,7998,4.21319 ,
3736,炖,7982,4.20476 ,
3737,梗,7980,4.20371 ,
3738,捎,7956,4.19107 ,
3739,瞿,7952,4.18896 ,
3740,嗬,7948,4.18685 ,
3741,蘑,7944,4.18475 ,
3742,唏,7925,4.17474 ,
3743,鹊,7905,4.16420 ,
3744,矶,7901,4.16210 ,
3745,羌,7900,4.16157 ,
3746,骼,7894,4.15841 ,
3747,筛,7883,4.15261 ,
3748,鲤,7849,4.13470 ,
3749,羲,7847,4.13365 ,
3750,祺,7841,4.13049 ,
3751,馈,7839,4.12943 ,
3752,伫,7835,4.12733 ,
3753,羿,7834,4.12680 ,
3754,苞,7827,4.12311 ,
3755,犁,7823,4.12101 ,
3756,铎,7819,4.11890 ,
3757,啬,7814,4.11627 ,
3758,舷,7809,4.11363 ,
3759,矗,7808,4.11310 ,
3760,癖,7798,4.10784 ,
3761,掣,7797,4.10731 ,
3762,匾,7782,4.09941 ,
3763,谧,7781,4.09888 ,
3764,瀛,7781,4.09888 ,
3765,珞,7779,4.09783 ,
3766,衲,7778,4.09730 ,
3767,毓,7778,4.09730 ,
3768,恺,7748,4.08150 ,
3769,纬,7715,4.06411 ,
3770,惰,7669,4.03988 ,
3771,嘤,7662,4.03619 ,
3772,诣,7648,4.02882 ,
3773,谛,7639,4.02408 ,
3774,藻,7612,4.00986 ,
3775,啷,7603,4.00511 ,
3776,佘,7584,3.99511 ,
3777,黠,7541,3.97245 ,
3778,饲,7519,3.96087 ,
3779,虬,7518,3.96034 ,
3780,涤,7510,3.95612 ,
3781,骡,7509,3.95560 ,
3782,钵,7494,3.94770 ,
3783,邯,7487,3.94401 ,
3784,笋,7472,3.93611 ,
3785,瑀,7470,3.93505 ,
3786,芥,7468,3.93400 ,
3787,醺,7468,3.93400 ,
3788,佼,7460,3.92979 ,
3789,舜,7460,3.92979 ,
3790,龌,7451,3.92504 ,
3791,簪,7448,3.92346 ,
3792,痰,7445,3.92188 ,
3793,蹂,7440,3.91925 ,
3794,恻,7439,3.91872 ,
3795,簧,7430,3.91398 ,
3796,甥,7427,3.91240 ,
3797,腼,7396,3.89607 ,
3798,驮,7367,3.88079 ,
3799,缤,7365,3.87974 ,
3800,潺,7363,3.87869 ,
3801,獠,7356,3.87500 ,
3802,筏,7349,3.87131 ,
3803,锭,7341,3.86710 ,
3804,阙,7335,3.86394 ,
3805,粤,7314,3.85288 ,
3806,瞌,7311,3.85129 ,
3807,髻,7307,3.84919 ,
3808,琏,7307,3.84919 ,
3809,龊,7295,3.84287 ,
3810,椎,7273,3.83128 ,
3811,唆,7269,3.82917 ,
3812,煦,7265,3.82706 ,
3813,嵋,7261,3.82496 ,
3814,幡,7256,3.82232 ,
3815,翌,7243,3.81547 ,
3816,毡,7222,3.80441 ,
3817,碳,7195,3.79019 ,
3818,鸨,7173,3.77860 ,
3819,闽,7169,3.77649 ,
3820,躏,7166,3.77491 ,
3821,蜓,7149,3.76596 ,
3822,咻,7148,3.76543 ,
3823,捍,7135,3.75858 ,
3824,睨,7131,3.75647 ,
3825,鼾,7130,3.75595 ,
3826,桔,7128,3.75489 ,
3827,娆,7099,3.73962 ,
3828,抉,7091,3.73540 ,
3829,玟,7088,3.73382 ,
3830,蜻,7088,3.73382 ,
3831,徨,7081,3.73014 ,
3832,嗲,7063,3.72065 ,
3833,碾,7058,3.71802 ,
3834,哐,7050,3.71380 ,
3835,粼,7049,3.71328 ,
3836,啐,7044,3.71064 ,
3837,谑,7031,3.70380 ,
3838,嚏,7017,3.69642 ,
3839,甬,7009,3.69221 ,
3840,鳖,6999,3.68694 ,
3841,榨,6994,3.68431 ,
3842,倜,6979,3.67640 ,
3843,稷,6957,3.66481 ,
3844,妤,6923,3.64690 ,
3845,篡,6922,3.64638 ,
3846,晤,6919,3.64480 ,
3847,肇,6900,3.63479 ,
3848,咂,6899,3.63426 ,
3849,帚,6894,3.63163 ,
3850,瘤,6892,3.63057 ,
3851,瞠,6874,3.62109 ,
3852,嚅,6865,3.61635 ,
3853,怆,6862,3.61477 ,
3854,镔,6859,3.61319 ,
3855,撵,6857,3.61214 ,
3856,裆,6838,3.60213 ,
3857,腺,6833,3.59949 ,
3858,骁,6831,3.59844 ,
3859,坷,6828,3.59686 ,
3860,箐,6828,3.59686 ,
3861,螃,6823,3.59423 ,
3862,冢,6812,3.58843 ,
3863,锢,6805,3.58474 ,
3864,晁,6804,3.58422 ,
3865,濒,6797,3.58053 ,
3866,蝗,6770,3.56631 ,
3867,烽,6755,3.55840 ,
3868,辘,6743,3.55208 ,
3869,莘,6743,3.55208 ,
3870,撬,6740,3.55050 ,
3871,澹,6736,3.54840 ,
3872,瓮,6733,3.54682 ,
3873,亘,6726,3.54313 ,
3874,钊,6725,3.54260 ,
3875,篓,6723,3.54155 ,
3876,缇,6721,3.54049 ,
3877,宸,6716,3.53786 ,
3878,泓,6716,3.53786 ,
3879,鞑,6703,3.53101 ,
3880,胄,6703,3.53101 ,
3881,羚,6686,3.52206 ,
3882,绥,6678,3.51784 ,
3883,笺,6662,3.50941 ,
3884,荤,6658,3.50731 ,
3885,迄,6616,3.48518 ,
3886,踞,6612,3.48307 ,
3887,桨,6608,3.48097 ,
3888,慵,6576,3.46411 ,
3889,噤,6575,3.46358 ,
3890,幌,6566,3.45884 ,
3891,荻,6563,3.45726 ,
3892,跚,6556,3.45358 ,
3893,袒,6547,3.44883 ,
3894,浣,6534,3.44199 ,
3895,榄,6522,3.43566 ,
3896,痪,6519,3.43408 ,
3897,荼,6513,3.43092 ,
3898,晗,6491,3.41933 ,
3899,阉,6489,3.41828 ,
3900,腋,6487,3.41723 ,
3901,骰,6460,3.40300 ,
3902,曝,6457,3.40142 ,
3903,涮,6454,3.39984 ,
3904,踵,6451,3.39826 ,
3905,炬,6448,3.39668 ,
3906,涣,6445,3.39510 ,
3907,俟,6435,3.38983 ,
3908,皑,6424,3.38404 ,
3909,瞑,6405,3.37403 ,
3910,渲,6400,3.37140 ,
3911,擞,6388,3.36508 ,
3912,赂,6380,3.36086 ,
3913,湮,6374,3.35770 ,
3914,麓,6365,3.35296 ,
3915,铿,6349,3.34453 ,
3916,埔,6340,3.33979 ,
3917,峦,6336,3.33768 ,
3918,噘,6333,3.33610 ,
3919,涓,6331,3.33505 ,
3920,掬,6329,3.33400 ,
3921,莓,6323,3.33084 ,
3922,怏,6323,3.33084 ,
3923,萃,6318,3.32820 ,
3924,呲,6309,3.32346 ,
3925,蹒,6305,3.32135 ,
3926,鳌,6289,3.31292 ,
3927,睐,6282,3.30924 ,
3928,昱,6273,3.30450 ,
3929,旌,6251,3.29291 ,
3930,摞,6250,3.29238 ,
3931,們,6244,3.28922 ,
3932,吠,6242,3.28817 ,
3933,濮,6228,3.28079 ,
3934,卞,6201,3.26657 ,
3935,琬,6185,3.25814 ,
3936,谙,6174,3.25234 ,
3937,啕,6152,3.24076 ,
3938,轶,6150,3.23970 ,
3939,搪,6143,3.23601 ,
3940,陇,6141,3.23496 ,
3941,纨,6138,3.23338 ,
3942,膺,6134,3.23127 ,
3943,皋,6131,3.22969 ,
3944,霭,6123,3.22548 ,
3945,呓,6086,3.20599 ,
3946,橄,6085,3.20546 ,
3947,纶,6061,3.19282 ,
3948,垛,6052,3.18808 ,
3949,嗫,6049,3.18650 ,
3950,盅,6047,3.18544 ,
3951,拄,6044,3.18386 ,
3952,踝,6039,3.18123 ,
3953,臧,6025,3.17385 ,
3954,淅,6023,3.17280 ,
3955,岌,6018,3.17017 ,
3956,岱,6015,3.16859 ,
3957,璞,6014,3.16806 ,
3958,缄,6013,3.16753 ,
3959,秧,5967,3.14330 ,
3960,翱,5945,3.13171 ,
3961,卤,5943,3.13066 ,
3962,逅,5938,3.12802 ,
3963,靥,5938,3.12802 ,
3964,磐,5916,3.11644 ,
3965,壑,5914,3.11538 ,
3966,斓,5911,3.11380 ,
3967,翊,5899,3.10748 ,
3968,挛,5894,3.10485 ,
3969,琰,5886,3.10063 ,
3970,叁,5883,3.09905 ,
3971,佗,5875,3.09484 ,
3972,阖,5863,3.08852 ,
3973,戬,5852,3.08272 ,
3974,怂,5852,3.08272 ,
3975,汲,5849,3.08114 ,
3976,垠,5840,3.07640 ,
3977,迥,5833,3.07271 ,
3978,咛,5821,3.06639 ,
3979,邂,5821,3.06639 ,
3980,杞,5807,3.05902 ,
3981,痘,5797,3.05375 ,
3982,臊,5795,3.05269 ,
3983,藕,5784,3.04690 ,
3984,湄,5774,3.04163 ,
3985,媲,5774,3.04163 ,
3986,癞,5773,3.04111 ,
3987,辄,5766,3.03742 ,
3988,獒,5756,3.03215 ,
3989,恪,5751,3.02952 ,
3990,砾,5747,3.02741 ,
3991,痉,5743,3.02530 ,
3992,吒,5743,3.02530 ,
3993,蜕,5742,3.02478 ,
3994,椰,5739,3.02320 ,
3995,仨,5719,3.01266 ,
3996,纣,5710,3.00792 ,
3997,馁,5700,3.00265 ,
3998,镐,5696,3.00054 ,
3999,蜈,5696,3.00054 ,
4000,窈,5693,2.99896 ,
4001,說,5687,2.99580 ,
4002,秤,5682,2.99317 ,
4003,桢,5681,2.99264 ,
4004,粱,5673,2.98843 ,
4005,辐,5668,2.98579 ,
4006,悖,5666,2.98474 ,
4007,涔,5665,2.98421 ,
4008,偕,5650,2.97631 ,
4009,渭,5648,2.97526 ,
4010,汴,5636,2.96894 ,
4011,蜴,5628,2.96472 ,
4012,桅,5611,2.95577 ,
4013,隅,5608,2.95419 ,
4014,卯,5587,2.94312 ,
4015,骜,5585,2.94207 ,
4016,孚,5574,2.93628 ,
4017,禺,5565,2.93154 ,
4018,琥,5562,2.92996 ,
4019,阚,5558,2.92785 ,
4020,杵,5556,2.92679 ,
4021,掖,5553,2.92521 ,
4022,畸,5545,2.92100 ,
4023,晔,5540,2.91837 ,
4024,婀,5532,2.91415 ,
4025,菡,5512,2.90362 ,
4026,噶,5511,2.90309 ,
4027,昙,5506,2.90046 ,
4028,坍,5505,2.89993 ,
4029,俑,5497,2.89571 ,
4030,滤,5489,2.89150 ,
4031,侏,5485,2.88939 ,
4032,潦,5483,2.88834 ,
4033,挲,5475,2.88413 ,
4034,覃,5474,2.88360 ,
4035,硫,5471,2.88202 ,
4036,俸,5469,2.88096 ,
4037,蟠,5464,2.87833 ,
4038,弋,5460,2.87622 ,
4039,梆,5442,2.86674 ,
4040,驸,5442,2.86674 ,
4041,馀,5430,2.86042 ,
4042,笈,5428,2.85937 ,
4043,忱,5425,2.85779 ,
4044,恿,5406,2.84778 ,
4045,胥,5376,2.83197 ,
4046,垦,5358,2.82249 ,
4047,滢,5356,2.82144 ,
4048,窕,5351,2.81880 ,
4049,滇,5347,2.81670 ,
4050,珅,5345,2.81564 ,
4051,邬,5345,2.81564 ,
4052,圃,5339,2.81248 ,
4053,咿,5338,2.81196 ,
4054,徙,5331,2.80827 ,
4055,瘴,5331,2.80827 ,
4056,舫,5324,2.80458 ,
4057,嗝,5321,2.80300 ,
4058,泞,5314,2.79931 ,
4059,藐,5308,2.79615 ,
4060,赣,5305,2.79457 ,
4061,鹦,5289,2.78614 ,
4062,逵,5273,2.77772 ,
4063,戍,5272,2.77719 ,
4064,榭,5270,2.77614 ,
4065,牠,5251,2.76613 ,
4066,揩,5243,2.76191 ,
4067,熹,5242,2.76139 ,
4068,蟾,5236,2.75822 ,
4069,霾,5226,2.75296 ,
4070,蔫,5224,2.75190 ,
4071,跛,5214,2.74664 ,
4072,岐,5207,2.74295 ,
4073,脐,5200,2.73926 ,
4074,糗,5197,2.73768 ,
4075,螳,5195,2.73663 ,
4076,哺,5193,2.73557 ,
4077,鹭,5180,2.72872 ,
4078,蚣,5167,2.72188 ,
4079,炀,5157,2.71661 ,
4080,嵬,5144,2.70976 ,
4081,褶,5141,2.70818 ,
4082,恸,5121,2.69764 ,
4083,隽,5109,2.69132 ,
4084,飚,5096,2.68448 ,
4085,玥,5094,2.68342 ,
4086,籽,5088,2.68026 ,
4087,釜,5081,2.67657 ,
4088,剐,5067,2.66920 ,
4089,鸠,5066,2.66867 ,
4090,磷,5058,2.66446 ,
4091,沒,5057,2.66393 ,
4092,娑,5056,2.66340 ,
4093,谄,5048,2.65919 ,
4094,巳,5048,2.65919 ,
4095,恣,5030,2.64971 ,
4096,猬,5025,2.64707 ,
4097,酪,5022,2.64549 ,
4098,溟,5020,2.64444 ,
4099,丕,5020,2.64444 ,
4100,隼,5018,2.64339 ,
4101,峒,4991,2.62916 ,
4102,芋,4991,2.62916 ,
4103,觊,4987,2.62706 ,
4104,旖,4980,2.62337 ,
4105,筵,4970,2.61810 ,
4106,娣,4964,2.61494 ,
4107,婠,4956,2.61073 ,
4108,盹,4945,2.60493 ,
4109,涸,4944,2.60440 ,
4110,劾,4941,2.60282 ,
4111,颌,4941,2.60282 ,
4112,趔,4928,2.59598 ,
4113,殇,4925,2.59440 ,
4114,噌,4924,2.59387 ,
4115,轧,4919,2.59123 ,
4116,沽,4913,2.58807 ,
4117,愫,4908,2.58544 ,
4118,鸢,4907,2.58491 ,
4119,龇,4897,2.57965 ,
4120,玷,4894,2.57807 ,
4121,掸,4870,2.56542 ,
4122,趄,4866,2.56332 ,
4123,溥,4858,2.55910 ,
4124,疵,4857,2.55857 ,
4125,皖,4854,2.55699 ,
4126,邺,4850,2.55489 ,
4127,杳,4833,2.54593 ,
4128,聿,4831,2.54488 ,
4129,镀,4821,2.53961 ,
4130,祎,4800,2.52855 ,
4131,鹉,4795,2.52591 ,
4132,匍,4791,2.52381 ,
4133,崴,4790,2.52328 ,
4134,岖,4782,2.51907 ,
4135,幔,4776,2.51591 ,
4136,蝈,4761,2.50800 ,
4137,雒,4753,2.50379 ,
4138,镑,4747,2.50063 ,
4139,臆,4735,2.49431 ,
4140,偃,4730,2.49167 ,
4141,蜗,4726,2.48957 ,
4142,瞰,4717,2.48483 ,
4143,侬,4715,2.48377 ,
4144,郸,4714,2.48324 ,
4145,搡,4714,2.48324 ,
4146,缆,4706,2.47903 ,
4147,袂,4693,2.47218 ,
4148,楮,4690,2.47060 ,
4149,麼,4687,2.46902 ,
4150,诠,4687,2.46902 ,
4151,洵,4681,2.46586 ,
4152,犊,4679,2.46481 ,
4153,摹,4677,2.46375 ,
4154,蟀,4666,2.45796 ,
4155,邋,4653,2.45111 ,
4156,瓒,4653,2.45111 ,
4157,苻,4648,2.44848 ,
4158,荦,4636,2.44216 ,
4159,竣,4635,2.44163 ,
4160,骥,4627,2.43741 ,
4161,泗,4611,2.42899 ,
4162,痣,4604,2.42530 ,
4163,贲,4601,2.42372 ,
4164,胴,4599,2.42267 ,
4165,潼,4597,2.42161 ,
4166,弑,4591,2.41845 ,
4167,匐,4587,2.41634 ,
4168,姣,4585,2.41529 ,
4169,谤,4578,2.41160 ,
4170,蘸,4576,2.41055 ,
4171,蟋,4573,2.40897 ,
4172,渥,4566,2.40528 ,
4173,浒,4561,2.40265 ,
4174,蛐,4560,2.40212 ,
4175,阂,4558,2.40107 ,
4176,糯,4552,2.39791 ,
4177,愠,4548,2.39580 ,
4178,嵇,4533,2.38790 ,
4179,谒,4524,2.38316 ,
4180,绾,4521,2.38158 ,
4181,舀,4517,2.37947 ,
4182,呤,4508,2.37473 ,
4183,噙,4495,2.36788 ,
4184,槟,4489,2.36472 ,
4185,嘣,4487,2.36367 ,
4186,诃,4484,2.36209 ,
4187,宓,4473,2.35629 ,
4188,脓,4472,2.35576 ,
4189,樟,4468,2.35366 ,
4190,忪,4465,2.35208 ,
4191,蛰,4463,2.35102 ,
4192,咤,4443,2.34049 ,
4193,捱,4439,2.33838 ,
4194,阜,4437,2.33733 ,
4195,峥,4434,2.33575 ,
4196,濡,4432,2.33469 ,
4197,遢,4429,2.33311 ,
4198,瑙,4424,2.33048 ,
4199,碉,4403,2.31942 ,
4200,荃,4385,2.30993 ,
4201,孵,4384,2.30941 ,
4202,讹,4383,2.30888 ,
4203,嗵,4379,2.30677 ,
4204,彝,4376,2.30519 ,
4205,颀,4370,2.30203 ,
4206,苓,4355,2.29413 ,
4207,咝,4343,2.28781 ,
4208,臾,4333,2.28254 ,
4209,篆,4333,2.28254 ,
4210,椭,4309,2.26990 ,
4211,沏,4304,2.26726 ,
4212,颦,4297,2.26358 ,
4213,蛆,4296,2.26305 ,
4214,淆,4293,2.26147 ,
4215,揄,4290,2.25989 ,
4216,嗑,4272,2.25041 ,
4217,辎,4265,2.24672 ,
4218,踮,4259,2.24356 ,
4219,犷,4249,2.23829 ,
4220,荔,4246,2.23671 ,
4221,鳅,4246,2.23671 ,
4222,會,4241,2.23408 ,
4223,闫,4234,2.23039 ,
4224,徵,4233,2.22986 ,
4225,隗,4223,2.22460 ,
4226,渤,4217,2.22143 ,
4227,馍,4217,2.22143 ,
4228,锏,4191,2.20774 ,
4229,楣,4189,2.20668 ,
4230,蜃,4184,2.20405 ,
4231,遛,4181,2.20247 ,
4232,倌,4168,2.19562 ,
4233,氤,4163,2.19299 ,
4234,戌,4145,2.18351 ,
4235,嶙,4142,2.18193 ,
4236,馗,4134,2.17771 ,
4237,匮,4129,2.17508 ,
4238,揶,4117,2.16876 ,
4239,胚,4101,2.16033 ,
4240,啻,4090,2.15453 ,
4241,敕,4087,2.15295 ,
4242,夙,4086,2.15243 ,
4243,珈,4077,2.14769 ,
4244,锹,4077,2.14769 ,
4245,跂,4067,2.14242 ,
4246,摒,4066,2.14189 ,
4247,迩,4064,2.14084 ,
4248,啾,4063,2.14031 ,
4249,峪,4061,2.13926 ,
4250,靼,4059,2.13820 ,
4251,菠,4056,2.13662 ,
4252,蓟,4056,2.13662 ,
4253,沅,4051,2.13399 ,
4254,馥,4049,2.13294 ,
4255,槌,4044,2.13030 ,
4256,燮,4044,2.13030 ,
4257,褛,4042,2.12925 ,
4258,為,4042,2.12925 ,
4259,贻,4040,2.12819 ,
4260,礴,4039,2.12767 ,
4261,豚,4039,2.12767 ,
4262,氲,4028,2.12187 ,
4263,湍,4026,2.12082 ,
4264,腌,4020,2.11766 ,
4265,蚱,4020,2.11766 ,
4266,殡,4016,2.11555 ,
4267,毗,3984,2.09869 ,
4268,耙,3977,2.09501 ,
4269,诽,3969,2.09079 ,
4270,褴,3959,2.08553 ,
4271,恁,3956,2.08394 ,
4272,呷,3954,2.08289 ,
4273,蚌,3936,2.07341 ,
4274,瘁,3936,2.07341 ,
4275,铝,3934,2.07236 ,
4276,蔻,3925,2.06761 ,
4277,憩,3905,2.05708 ,
4278,锚,3900,2.05445 ,
4279,濑,3872,2.03970 ,
4280,耘,3869,2.03812 ,
4281,俾,3864,2.03548 ,
4282,鬃,3860,2.03337 ,
4283,裟,3853,2.02969 ,
4284,祢,3851,2.02863 ,
4285,苒,3850,2.02811 ,
4286,蘅,3849,2.02758 ,
4287,鱿,3849,2.02758 ,
4288,唷,3835,2.02020 ,
4289,傥,3834,2.01968 ,
4290,袈,3831,2.01810 ,
4291,豺,3825,2.01494 ,
4292,町,3824,2.01441 ,
4293,掇,3820,2.01230 ,
4294,坯,3815,2.00967 ,
4295,阏,3812,2.00809 ,
4296,戛,3808,2.00598 ,
4297,贮,3787,1.99492 ,
4298,塾,3783,1.99281 ,
4299,剽,3778,1.99018 ,
4300,孬,3769,1.98544 ,
4301,衩,3768,1.98491 ,
4302,镣,3760,1.98070 ,
4303,戊,3757,1.97912 ,
4304,犟,3756,1.97859 ,
4305,酉,3752,1.97648 ,
4306,夥,3748,1.97437 ,
4307,斡,3740,1.97016 ,
4308,過,3735,1.96753 ,
4309,珩,3734,1.96700 ,
4310,匝,3734,1.96700 ,
4311,诘,3733,1.96647 ,
4312,攫,3728,1.96384 ,
4313,潢,3727,1.96331 ,
4314,黔,3727,1.96331 ,
4315,臃,3726,1.96279 ,
4316,罂,3720,1.95962 ,
4317,轼,3719,1.95910 ,
4318,酗,3709,1.95383 ,
4319,嘹,3699,1.94856 ,
4320,時,3698,1.94804 ,
4321,阪,3695,1.94646 ,
4322,璎,3679,1.93803 ,
4323,冗,3678,1.93750 ,
4324,桧,3676,1.93645 ,
4325,闳,3673,1.93487 ,
4326,皿,3662,1.92907 ,
4327,囡,3654,1.92486 ,
4328,辍,3649,1.92222 ,
4329,觎,3643,1.91906 ,
4330,浚,3635,1.91485 ,
4331,闰,3632,1.91327 ,
4332,臼,3624,1.90905 ,
4333,蹩,3620,1.90695 ,
4334,煲,3617,1.90537 ,
4335,怵,3616,1.90484 ,
4336,囤,3613,1.90326 ,
4337,罔,3613,1.90326 ,
4338,蚓,3612,1.90273 ,
4339,碴,3602,1.89746 ,
4340,姒,3601,1.89694 ,
4341,灸,3571,1.88113 ,
4342,蚯,3554,1.87218 ,
4343,嗥,3548,1.86902 ,
4344,堑,3544,1.86691 ,
4345,箴,3543,1.86638 ,
4346,谗,3541,1.86533 ,
4347,嵘,3539,1.86428 ,
4348,箩,3538,1.86375 ,
4349,艮,3524,1.85638 ,
4350,碱,3521,1.85480 ,
4351,葆,3519,1.85374 ,
4352,還,3510,1.84900 ,
4353,旎,3505,1.84637 ,
4354,谆,3505,1.84637 ,
4355,粽,3503,1.84531 ,
4356,牒,3502,1.84479 ,
4357,泸,3499,1.84321 ,
4358,蔺,3498,1.84268 ,
4359,刽,3494,1.84057 ,
4360,锷,3471,1.82846 ,
4361,诋,3468,1.82688 ,
4362,惇,3466,1.82582 ,
4363,缜,3455,1.82003 ,
4364,爻,3448,1.81634 ,
4365,贰,3444,1.81423 ,
4366,坳,3440,1.81213 ,
4367,睑,3438,1.81107 ,
4368,葭,3436,1.81002 ,
4369,昀,3423,1.80317 ,
4370,經,3418,1.80054 ,
4371,噫,3418,1.80054 ,
4372,妪,3418,1.80054 ,
4373,镂,3408,1.79527 ,
4374,癸,3405,1.79369 ,
4375,沣,3396,1.78895 ,
4376,笆,3384,1.78263 ,
4377,壬,3379,1.77999 ,
4378,绉,3377,1.77894 ,
4379,抨,3371,1.77578 ,
4380,箕,3366,1.77314 ,
4381,叵,3366,1.77314 ,
4382,坨,3361,1.77051 ,
4383,颉,3359,1.76946 ,
4384,姹,3350,1.76472 ,
4385,赳,3339,1.75892 ,
4386,琮,3330,1.75418 ,
4387,焊,3324,1.75102 ,
4388,淬,3322,1.74997 ,
4389,纭,3322,1.74997 ,
4390,埠,3319,1.74839 ,
4391,泱,3316,1.74681 ,
4392,恹,3306,1.74154 ,
4393,淙,3304,1.74048 ,
4394,榛,3295,1.73574 ,
4395,酵,3290,1.73311 ,
4396,銮,3286,1.73100 ,
4397,孛,3274,1.72468 ,
4398,嗳,3273,1.72415 ,
4399,佶,3270,1.72257 ,
4400,犒,3262,1.71836 ,
4401,茱,3252,1.71309 ,
4402,饪,3245,1.70940 ,
4403,孪,3236,1.70466 ,
4404,泠,3233,1.70308 ,
4405,砺,3223,1.69781 ,
4406,遽,3222,1.69729 ,
4407,嗟,3220,1.69623 ,
4408,钙,3218,1.69518 ,
4409,鲲,3210,1.69097 ,
4410,谚,3210,1.69097 ,
4411,闾,3205,1.68833 ,
4412,谟,3201,1.68623 ,
4413,馊,3198,1.68465 ,
4414,翦,3195,1.68306 ,
4415,雉,3195,1.68306 ,
4416,虱,3191,1.68096 ,
4417,糠,3185,1.67780 ,
4418,锴,3179,1.67464 ,
4419,赈,3169,1.66937 ,
4420,骠,3168,1.66884 ,
4421,旮,3168,1.66884 ,
4422,峋,3167,1.66831 ,
4423,跆,3161,1.66515 ,
4424,飛,3160,1.66463 ,
4425,瘠,3156,1.66252 ,
4426,潸,3155,1.66199 ,
4427,饕,3154,1.66147 ,
4428,佚,3148,1.65831 ,
4429,淄,3142,1.65515 ,
4430,谀,3139,1.65357 ,
4431,镳,3137,1.65251 ,
4432,廿,3123,1.64514 ,
4433,喟,3119,1.64303 ,
4434,偻,3115,1.64092 ,
4435,绺,3112,1.63934 ,
4436,沱,3100,1.63302 ,
4437,囱,3098,1.63197 ,
4438,铳,3095,1.63039 ,
4439,袤,3094,1.62986 ,
4440,兖,3094,1.62986 ,
4441,對,3081,1.62301 ,
4442,栾,3068,1.61616 ,
4443,畿,3056,1.60984 ,
4444,诌,3056,1.60984 ,
4445,赓,3053,1.60826 ,
4446,苯,3045,1.60405 ,
4447,佻,3042,1.60247 ,
